Ingredients,TAG,DATA,속성,DATA 속성,DATA 세부속성
"OIL, ALMOND",Matching,smoked salmon,Oil,,
"OIL, ALMOND",Matching,vegetables,Oil,,
"OIL, ALMOND",Matching,vinaigrettes,Oil,,
"OIL, ALMOND",Matching,"vinegar, champagne",Oil,Vinegar,
"OIL, ALMOND",Coment,"I like almond oil with asparagus salad. — DANIEL HUMM, ELEVEN MADISON PARK (NEW YORK CITY)",Oil,,
"OIL, AVOCADO",Weight,light,Oil,,
"OIL, AVOCADO",Volume,quiet,Oil,,
"OIL, AVOCADO",Techniques,"emulsify, fry, grill,raw, roast, salads, saute, stir-fry",Oil,,
"OIL, AVOCADO",Matching,arugula,Oil,,
"OIL, AVOCADO",Matching,asparagus,Oil,,
"OIL, AVOCADO",Matching,avocados,Oil,,
"OIL, AVOCADO",Matching,basil,Oil,,
"OIL, AVOCADO",Matching,chile peppers,Oil,,
"OIL, AVOCADO",Matching,com,Oil,,
"OIL, AVOCADO",Matching,cucumber,Oil,,
"OIL, AVOCADO",Matching,emulsions,Oil,,
"OIL, AVOCADO",Matching,fish,Oil,,
"OIL, AVOCADO",Matching,garlic,Oil,,
"OIL, AVOCADO",Matching,grapefruit,Oil,Citrus,
"OIL, AVOCADO",Matching,guinea fowl,Oil,,
"OIL, AVOCADO",Matching,"lemon, juice",Oil,Citrus,LEMON
"OIL, AVOCADO",Matching,"lime, juice",Oil,Citrus,
"OIL, AVOCADO",Matching,melon,Oil,,
"OIL, AVOCADO",Matching,"orange, juice",Oil,Citrus,ORANGE
"OIL, AVOCADO",Matching,pasta,Oil,,
"OIL, AVOCADO",Matching,rabbit,Oil,,
"OIL, AVOCADO",Matching,salads and salad dressings,Oil,,
"OIL, AVOCADO",Matching,salmon,Oil,,
"OIL, AVOCADO",Matching,scallops,Oil,,
"OIL, AVOCADO",Matching,seafood,Oil,,
"OIL, AVOCADO",Matching,shrimp,Oil,,
"OIL, AVOCADO",Matching,squid,Oil,,
"OIL, AVOCADO",Matching,thyme,Oil,,
"OIL, AVOCADO",Matching,tomatoes and tomato water,Oil,,
"OIL, AVOCADO",Matching,tuna,Oil,,
"OIL, AVOCADO",Matching,vegetables,Oil,,
"OIL, AVOCADO",Matching,vegetarian dishes,Oil,,
"OIL, AVOCADO",Matching,"vinegar balsamic, Chardonnay, white wine",Oil,Vinegar,
"OIL, AVOCADO",Matching,zucchini,Oil,,
"OIL, AVOCADO",Flavor Affinities,avocado oil + Chardonnay vinegar + tomato water,Oil,,
"OIL, AVOCADO",Coment,"I’ll poach everything from saddle ofrabbit to guinea fowl to fish — from sturgeon, which holds up nicely, to New Zealand snapper to John Dory — in avocado oil. It gives an incredible texture and depth of flavor. I also like it with vegetarian dishes. I use it in dressings, and it seems to hold an emulsion really well. It has a nice affinity with tomato; I have made tomato water with chardonnay vinegar and avocado oil, and it makes beautiful light dressing. It also goes well with citrus like lemon, lime, or orange. Just like you like to squeeze some citrus over avocado, avocado oil works the same way in reverse. — BRAD FARMERIE, PUBLIC (NEW YORK CITY)",Oil,Citrus,LEMON
"OIL, CANOLA",Taste,neutral,Oil,,
"OIL, CANOLA",Weight,light,Oil,,
"OIL, CANOLA",Volume,quiet,Oil,,
"OIL, CANOLA",Techniques,"bake, saute",Oil,,
"OIL, CANOLA",Matching,salads and salad dressings,Oil,,
"OIL, CANOLA",AVOID,deep-fry,Oil,,
"OIL, GRAPESEED",Taste,neutral,Oil,,
"OIL, GRAPESEED",Weight,light,Oil,,
"OIL, GRAPESEED",Volume,quiet,Oil,,
"OIL, GRAPESEED",Techniques,"fry, raw, saute",Oil,,
"OIL, GRAPESEED",Matching,coconut,Oil,,
"OIL, GRAPESEED",Matching,marinades,Oil,,
"OIL, GRAPESEED",Matching,salads and salad dressings,Oil,,
"OIL, GRAPESEED",Matching,sauteed dishes,Oil,,
"OIL, GRAPESEED",Matching,vinegar,Oil,Vinegar,
"OIL, HAZELNUT",Weight,medium-heavy,Oil,,
"OIL, HAZELNUT",Volume,moderate-loud,Oil,,
"OIL, HAZELNUT",Techniques,raw,Oil,,
"OIL, HAZELNUT",Tips,"Avoid cooking, as it bums easily.",Oil,,
"OIL, HAZELNUT",Matching,apples,Oil,,
"OIL, HAZELNUT",Matching,artichokes,Oil,,
"OIL, HAZELNUT",Matching,broccol,Oil,,
"OIL, HAZELNUT",Matching,"cheese, fresh",Oil,Cheese,
"OIL, HAZELNUT",Matching,"desserts (e.g., candy, cookies)",Oil,,
"OIL, HAZELNUT",Matching,figs,Oil,,
"OIL, HAZELNUT",Matching,fish,Oil,,
"OIL, HAZELNUT",Matching,"greens, bitter",Oil,,
"OIL, HAZELNUT",Matching,hazelnuts,Oil,,
"OIL, HAZELNUT",Matching,"lemon, juice",Oil,Citrus,LEMON
"OIL, HAZELNUT",Matching,pastries,Oil,,
"OIL, HAZELNUT",Matching,pears,Oil,,
"OIL, HAZELNUT",Matching,persimmons,Oil,,
"OIL, HAZELNUT",Matching,salads and salad dressings,Oil,,
"OIL, HAZELNUT",Matching,sauces,Oil,,
"OIL, HAZELNUT",Matching,spinach,Oil,,
"OIL, HAZELNUT",Matching,squab,Oil,,
"OIL, HAZELNUT",Matching,vinaigrettes,Oil,,
"OIL, HAZELNUT",Matching,"vinegars, esp. balsamic, cider, fruity",Oil,Vinegar,
"OIL, HAZELNUT",Matching,wild rice,Oil,,
"OIL, HAZELNUT",Coment,"Hazelnut oil gets mixed with cider vinegar; that is a great natural marriage. This gets tossed in our baby winter spinach with mixed herbs and frisee salad. The toasted nut quality mixes well with bitter greens. — MICHAEL ANTHONY, GRAMERCY TAVERN (NEW YORK CITY)",Oil,,
"OIL, HAZELNUT",Coment,"Hazelnut oil is a wonderful autumn oil. We wdll use it in a dark balsamic vinaigrette served with squab. It is also very good with broccoli. Ifyou make a broccoli soup, use this along with toasted hazelnuts. It is a delicious combination. — DANIEL HUMM, ELEVEN MADISON PARK (NEW YORK CITY)",Oil,,
"OIL, MACADAMIA NUT",Weight,light-medium,Oil,,
"OIL, MACADAMIA NUT",Volume,moderate-loud,Oil,,
"OIL, MACADAMIA NUT",Techniques,"bake, roast",Oil,,
"OIL, MACADAMIA NUT",Matching,"fruit salads, esp. with tropical fruits",Oil,,
"OIL, MACADAMIA NUT",Matching,Hawaiian cuisine,Oil,,
"OIL, MACADAMIA NUT",Matching,macadamia nuts,Oil,,
"OIL, MACADAMIA NUT",Matching,rice salads,Oil,,
"OIL, MACADAMIA NUT",Matching,sauces,Oil,,
"OIL, OLIVE (See Olive Oil)",NON,,Oil,,
"OIL, OLIVE (See Olive Oil)",Weight,light,Oil,,
"OIL, OLIVE (See Olive Oil)",Volume,quiet-moderate,Oil,,
"OIL, OLIVE (See Olive Oil)",Techniques,"fry, raw, salads,stir-fry",Oil,,
"OIL, OLIVE (See Olive Oil)",Matching,Asian cuisines,Oil,,
"OIL, OLIVE (See Olive Oil)",Matching,Chinese cuisine,Oil,,
"OIL, OLIVE (See Olive Oil)",Matching,cooking,Oil,,
"OIL, OLIVE (See Olive Oil)",Matching,fruits and fruit salads,Oil,,
"OIL, OLIVE (See Olive Oil)",Matching,garlic,Oil,,
"OIL, OLIVE (See Olive Oil)",Matching,ginger,Oil,,
"OIL, OLIVE (See Olive Oil)",Matching,lentils,Oil,,
"OIL, OLIVE (See Olive Oil)",Matching,meats,Oil,,
"OIL, OLIVE (See Olive Oil)",Matching,peanuts,Oil,,
"OIL, OLIVE (See Olive Oil)",Matching,"salad dressings, esp. Asian, fruit",Oil,,
"OIL, OLIVE (See Olive Oil)",Matching,soy sauce,Oil,,
"OIL, OLIVE (See Olive Oil)",Matching,"vinegars, esp. balsamic, malt",Oil,Vinegar,
"OIL, PECAN",Weight,medium-heavy,Oil,,
"OIL, PECAN",Volume,moderate-loud,Oil,,
"OIL, PECAN",Techniques," bake, marinade",Oil,,
"OIL, PECAN",Matching,bread,Oil,,
"OIL, PECAN",Matching,fish,Oil,,
"OIL, PECAN",Matching,meat,Oil,,
"OIL, PECAN",Matching,pasta,Oil,,
"OIL, PECAN",Matching,rice,Oil,,
"OIL, PECAN",Matching,salads and salad dressings,Oil,,
"OIL, PECAN",Matching,vegetables,Oil,,
"OIL, PISTACHIO",Weight,medium,Oil,,
"OIL, PISTACHIO",Volume,moderate,Oil,,
"OIL, PISTACHIO",Techniques,bake,Oil,,
"OIL, PISTACHIO",Matching,asparagus,Oil,,
"OIL, PISTACHIO",Matching,avocado,Oil,,
"OIL, PISTACHIO",Matching,beets,Oil,,
"OIL, PISTACHIO",Matching,bread,Oil,,
"OIL, PISTACHIO",Matching,fish,Oil,,
"OIL, PISTACHIO",Matching,mayonnaise,Oil,,
"OIL, PISTACHIO",Matching,meat,Oil,,
"OIL, PISTACHIO",Matching,pasta,Oil,,
"OIL, PISTACHIO",Matching,salads and salad dressings,Oil,,
"OIL, PISTACHIO",Matching,tuna,Oil,,
"OIL, PISTACHIO",Coment,"Pistachio oil beautifully complements tuna and asparagus in our dish
Big Eye Tuna Thinly Sliced with Provence White Asparagus and
Montegotterro Pistachio Oil.
— DANIEL HUMM, ELEVEN MADISON PARK (NEW YORK CITY)",Oil,,
"OIL, PORCINI",Weight,medium,Oil,,
"OIL, PORCINI",Volume,moderate,Oil,,
"OIL, PORCINI",Techniques,raw,Oil,,
"OIL, PORCINI",Matching,bread,Oil,,
"OIL, PORCINI",Matching,cheese,Oil,Cheese,
"OIL, PORCINI",Matching,"mushrooms, esp. porcini",Oil,,
"OIL, PORCINI",Matching,pasta,Oil,,
"OIL, PORCINI",Matching,risotto,Oil,,
"OIL, PORCINI",Matching,salads and salad dressings,Oil,,
"OIL, PORCINI",Matching,sauces,Oil,,
"OIL, PORCINI",Matching,stews,Oil,,
"OIL, PUMPKIN SEED",Weight,light,Oil,,
"OIL, PUMPKIN SEED",Volume,quiet,Oil,,
"OIL, PUMPKIN SEED",Tips,"Use to finish a dish, not to cook",Oil,,
"OIL, PUMPKIN SEED",Matching,"beef, rare",Oil,beef,
"OIL, PUMPKIN SEED",Matching,citrus,Oil,Citrus,
"OIL, PUMPKIN SEED",Matching,corn,Oil,,
"OIL, PUMPKIN SEED",Matching,desserts,Oil,,
"OIL, PUMPKIN SEED",Matching,ice cream,Oil,,
"OIL, PUMPKIN SEED",Matching,maple syrup,Oil,,
"OIL, PUMPKIN SEED",Matching,"mustard, Dijon",Oil,,
"OIL, PUMPKIN SEED",Matching,pastries,Oil,,
"OIL, PUMPKIN SEED",Matching,pumpkin seeds,Oil,,
"OIL, PUMPKIN SEED",Matching,rice,Oil,,
"OIL, PUMPKIN SEED",Matching,soups,Oil,,
"OIL, PUMPKIN SEED",Matching,"squash, winter",Oil,,
"OIL, PUMPKIN SEED",Matching,"vinegar: balsamic, cider, rice wine",Oil,Vinegar,
"OIL, PUMPKIN SEED",Coment,"[Pumpkin seed oil] is good for finishing dishes with just a little drizzle. We have even poured it over ice cream that is served with a pumpkin seed brittle. — BRAD FARMERIE, PUBLIC (NEW YORK CITY)",Oil,,
"OIL, SESAME",Function,heating,Oil,,
"OIL, SESAME",Weight,light-medium,Oil,,
"OIL, SESAME",Volume,moderate-loud (light to dark versions),Oil,,
"OIL, SESAME",Techniques,raw,Oil,,
"OIL, SESAME",Tips,Add as a flavoring to raw or cooked dishes.,Oil,,
"OIL, SESAME",Matching,Asian cuisine,Oil,,
"OIL, SESAME",Matching,beef,Oil,beef,
"OIL, SESAME",Matching,"cabbage, napa",Oil,,
"OIL, SESAME",Matching,chicken,Oil,,
"OIL, SESAME",Matching,chili powder,Oil,,
"OIL, SESAME",Matching,Chinese cuisine,Oil,,
"OIL, SESAME",Matching,fish,Oil,,
"OIL, SESAME",Matching,fruit salads,Oil,,
"OIL, SESAME",Matching,garlic,Oil,,
"OIL, SESAME",Matching,ginger,Oil,,
"OIL, SESAME",Matching,"greens, esp. Asian",Oil,,
"OIL, SESAME",Matching,honey,Oil,,
"OIL, SESAME",Matching,Japanese cuisine,Oil,,
"OIL, SESAME",Matching,Korean cuisine,Oil,,
"OIL, SESAME",Matching,"lemon, juice",Oil,Citrus,LEMON
"OIL, SESAME",Matching,lemongrass,Oil,Citrus,LEMON
"OIL, SESAME",Matching,"lime, juice",Oil,Citrus,
"OIL, SESAME",Matching,marinades,Oil,,
"OIL, SESAME",Matching,meats,Oil,,
"OIL, SESAME",Matching,miso soup,Oil,,
"OIL, SESAME",Matching,mustard,Oil,,
"OIL, SESAME",Matching,noodles,Oil,,
"OIL, SESAME",Matching,"oil, vegetable (compatible oil)",Oil,oil,
"OIL, SESAME",Matching,orange,Oil,Citrus,ORANGE
"OIL, SESAME",Matching,"pepper, black",Oil,,
"OIL, SESAME",Matching,"salads and salad dressings, esp. Asian",Oil,,
"OIL, SESAME",Matching,salt,Oil,,
"OIL, SESAME",Matching,sauces,Oil,,
"OIL, SESAME",Matching,scallions,Oil,,
"OIL, SESAME",Matching,sesame seeds,Oil,,
"OIL, SESAME",Matching,shallots,Oil,,
"OIL, SESAME",Matching,shiso,Oil,,
"OIL, SESAME",Matching,soy sauce,Oil,,
"OIL, SESAME",Matching,stir-fried dishes,Oil,,
"OIL, SESAME",Matching,tahini,Oil,,
"OIL, SESAME",Matching,tuna,Oil,,
"OIL, SESAME",Matching,vegetables,Oil,,
"OIL, SESAME",Matching,"vinegar: cider, rice wine",Oil,Vinegar,
"OIL, SESAME",Flavor Affinities,sesame oil + ginger + mustard + rice wine vinegar,Oil,,
"OIL, TRUFFLE",Weight,light,Oil,,
"OIL, TRUFFLE",Volume,moderate-loud,Oil,,
"OIL, TRUFFLE",Techniques,raw,Oil,,
"OIL, TRUFFLE",Matching,cheese,Oil,Cheese,
"OIL, TRUFFLE",Matching,eggs,Oil,,
"OIL, TRUFFLE",Matching,fish,Oil,,
"OIL, TRUFFLE",Matching,mushrooms,Oil,,
"OIL, TRUFFLE",Matching,pasta,Oil,,
"OIL, TRUFFLE",Matching,risotto,Oil,,
"OIL, TRUFFLE",Matching,salads and salad dressings,Oil,,
"OIL, TRUFFLE",Dishes,"Endive and Mushroom Salad, Blue Cheese, Spicy Pecans, White Balsamic-White Truffle Vinaigrette — Monica Pope, Tafia (Houston)",Oil,,
"OIL, TRUFFLE",Coment,"Truffle oil is one ofthose ingredients that really gets overused, so one day I decided that I wanted to do truffle oil right. We make a dressing oftruffle oil, white balsamic vinegar, and whole grain mustard. We toss it over endive, crumbled blue cheese, spicy pecans, and raw cremini mushrooms. You just can’t stop eating it! — MONICA POPE, T’AFIA (HOUSTON)",Oil,,
"OIL, WALNUT",Weight,medium,Oil,,
"OIL, WALNUT",Volume,moderate,Oil,,
"OIL, WALNUT",Techniques,raw,Oil,,
"OIL, WALNUT",Tips,Avoid cooking as it bums easily.,Oil,,
"OIL, WALNUT",Matching,apples,Oil,,
"OIL, WALNUT",Matching,baked goods,Oil,,
"OIL, WALNUT",Matching,beets,Oil,,
"OIL, WALNUT",Matching,bread,Oil,,
"OIL, WALNUT",Matching,"cheese, fresh",Oil,Cheese,
"OIL, WALNUT",Matching,chicory',Oil,,
"OIL, WALNUT",Matching,figs,Oil,,
"OIL, WALNUT",Matching,"fish, esp. grilled",Oil,,
"OIL, WALNUT",Matching,frisee,Oil,,
"OIL, WALNUT",Matching,"greens, bitter",Oil,,
"OIL, WALNUT",Matching,"meats, esp. grilled",Oil,,
"OIL, WALNUT",Matching,pasta,Oil,,
"OIL, WALNUT",Matching,pears,Oil,,
"OIL, WALNUT",Matching,persimmons,Oil,,
"OIL, WALNUT",Matching,potatoes,Oil,,
"OIL, WALNUT",Matching,SALADS AND SALAD DRESSINGS,Oil,,
"OIL, WALNUT",Matching,sauces,Oil,,
"OIL, WALNUT",Matching,steaks,Oil,,
"OIL, WALNUT",Matching,vinaigrettes,Oil,,
"OIL, WALNUT",Matching,"vinegar: balsamic, fruit, red wine, sherry, tarragon",Oil,Vinegar,
"OIL, WALNUT",Matching,walnuts,Oil,,
OIL,Coment,"On Selecting the Right Oil

Your choice ofolive oil always depends on what you are using it for. 
In general, you don’t want an oil that is super-assertive, green, or peppery.
You want a good olive flavor. I use a 100 percent Italian blend. It is silly to cook with too percent extra-virgin olive oil ifyou are just sauteing something. 
Ifthe oil is going to stay in what you are making, like a sauce, then start with extra-virgin olive oil. When I make a tomato sauce, that is what I am starting with.
Ifyou are finishing a dish, that is also when you would use an
assertive, more full-flavored oil. I also like to use nut oils, especially those made by Jean Leblanc. They are insane; his oils are so good that after you taste them, nothing else will do! 1 especially like to use nut oils in the fall.
I use walnut oil dressing on salads, especially those salads that accompany meat.
Ifyou make a foie gras dish with apples and endive, an addition of walnut oil would be great.
— ANDREW CARMELLINI, A VOCE (NEW YORK CITY)

Olive oil comes in a wide variety offlavors and strengths even from the same region, much like wine:
• I use a heavier (e.g., Puglian, Umbrian, Sicilian) olive oil on biggerflavored dishes. A strong olive oil goes well on bean puree or a strong vegetable like dandelion greens. In the United States, you would put a barbecue sauce on a grilled meat; in Italy, you would use a strong olive oil.

• I use a lighter (e.g., Ligurian, Tuscan) olive oil on lighter meats like veal
or fish dishes and pastas. A Ligurian olive is full and bright and
is great on a lighter dish.
— ODETTE FADA, SAN DOMENICO (NEW YORK CITY)

• I like to use single varietal olive oil from Australia and New Zealand.
Australian olive oils can be like their wines: big, pungent, and spicy. 
New Zealand oils have a little more depth offlavor and green grassiness.
— BRAD FARMERIE, PUBLIC (NEW YORK CITY)",Oil,,
OKRA,Season,summer-autumn,,,
OKRA,Function,cooling,,,
OKRA,Weight,medium-heavy,,,
OKRA,Volume,moderate,,,
OKRA,Techniques,"boil, braise, deepfry, fry, grill, saute, steam, stew",,,
OKRA,Matching,"bell peppers, esp. red",,,
OKRA,Matching,butter,,,
OKRA,Matching,cayenne,,,
OKRA,Matching,chicken,,,
OKRA,Matching,"chile peppers, fresh green",,,
OKRA,Matching,cilantro,,,
OKRA,Matching,coriander,,,
OKRA,Matching,com and cornmeal,,,
OKRA,Matching,Creole cuisine,,,
OKRA,Matching,cumin,,,
OKRA,Matching,curry powder,,,
OKRA,Matching,fennel seeds,,,
OKRA,Matching,garlic,,,
OKRA,Matching,"ginger, fresh",,,
OKRA,Matching,gumbo,,,
OKRA,Matching,ham,,,
OKRA,Matching,Indian cuisine,,,
OKRA,Matching,"LEMON, juice",,Citrus,LEMON
OKRA,Matching,"lime, juice",,Citrus,
OKRA,Matching,Mediterranean cuisine,,,
OKRA,Matching,Moroccan cuisine,,,
OKRA,Matching,mustard seeds,,,
OKRA,Matching,"oil: peanut, vegetable",,oil,
OKRA,Matching,"onions, esp. red",,,
OKRA,Matching,"parsley, flat-leaf",,,
OKRA,Matching,"peas, black-eyed",,,
OKRA,Matching,rice,,,
OKRA,Matching,"salt, kosher",,,
OKRA,Matching,seafood,,,
OKRA,Matching,shrimp,,,
OKRA,Matching,soups,,,
OKRA,Matching,Southern cuisine (American),,,
OKRA,Matching,TOMATOES,,,
OKRA,Matching,turmeric,,,
OKRA,Matching,vinegar,,Vinegar,
OKRA,Matching,yogurt,,,
OLIVE OIL,Weight,medium,Oil,,
OLIVE OIL,Volume,quiet-loud,Oil,,
OLIVE OIL,Techniques,"cook, fry, raw, salads, sauces",Oil,,
OLIVE OIL,Matching,almonds,Oil,,
OLIVE OIL,Matching,anchovies,Oil,,
OLIVE OIL,Matching,"beans, white",Oil,,
OLIVE OIL,Matching,chickpeas,Oil,,
OLIVE OIL,Matching,fish,Oil,,
OLIVE OIL,Matching,"French cuisine, southern",Oil,,
OLIVE OIL,Matching,garlic,Oil,,
OLIVE OIL,Matching,herbs,Oil,,
OLIVE OIL,Matching,hummus,Oil,,
OLIVE OIL,Matching,Italian cuisine,Oil,,
OLIVE OIL,Matching,meats,Oil,,
OLIVE OIL,Matching,Mediterranean cuisine,Oil,,
OLIVE OIL,Matching,Middle Eastern cuisine,Oil,,
OLIVE OIL,Matching,Moroccan cuisine,Oil,,
OLIVE OIL,Matching,olives,Oil,,
OLIVE OIL,Matching,Parmesan cheese,Oil,Cheese,
OLIVE OIL,Matching,pasta,Oil,,
OLIVE OIL,Matching,"pepper, black",Oil,,
OLIVE OIL,Matching,salads and salad dressings,Oil,,
OLIVE OIL,Matching,salt,Oil,,
OLIVE OIL,Matching,soups,Oil,,
OLIVE OIL,Matching,Spanish cuisine,Oil,,
OLIVE OIL,Matching,thyme,Oil,,
OLIVE OIL,Matching,vegetables,Oil,,
OLIVE OIL,Matching,vinegar,Oil,Vinegar,
OLIVE OIL,Coment,"I like Greek black olives the best, I like them by themselves, but they
also work great in a chicken, duck, or lamb dish.
— GABRIEL KREUTHER, THE MODERN (NEW YORK CITY)",Oil,,
OLIVE OIL,Coment,"Olives have such a strong flavor that they can overwhelm other ingredients, but salmon will stand right up to it. — MICHEL RICHARD, CITRONELLE (WASHINGTON. DC)",Oil,,
OLIVES,Taste,salty,,,
OLIVES,Weight,light-medium,,,
OLIVES,Volume,quiet-loud (depending on type),,,
OLIVES,Matching,almonds,,,
OLIVES,Matching,anchovies,,,
OLIVES,Matching,basil,,,
OLIVES,Matching,bass,,,
OLIVES,Matching,bay leaf,,,
OLIVES,Matching,"bell peppers, esp. red",,,
OLIVES,Matching,brandy,,ALCOCHOL,BRANDY
OLIVES,Matching,bread,,,
OLIVES,Matching,butter,,,
OLIVES,Matching,capers,,,
OLIVES,Matching,cayenne,,,
OLIVES,Matching,"cheese: feta, goafs milk",,Cheese,
OLIVES,Matching,chicken,,,
OLIVES,Matching,cognac,,,
OLIVES,Matching,cream cheese,,Cheese,
OLIVES,Matching,cumin,,,
OLIVES,Matching,fish,,,
OLIVES,Matching,"French cuisine, esp. Provencal",,,
OLIVES,Matching,GARLIC,,,
OLIVES,Matching,Italian cuisine,,,
OLIVES,Matching,lamb,,,
OLIVES,Matching,"LEMON: juice, zest",,Citrus,LEMON
OLIVES,Matching,meats,,,
OLIVES,Matching,Mediterranean cuisines,,,
OLIVES,Matching,Moroccan cuisine,,,
OLIVES,Matching,olive oil,,Olive oil,
OLIVES,Matching,"onions, esp. red",,,
OLIVES,Matching,"orange: juice, zest",,Citrus,ORANGE
OLIVES,Matching,oregano,,,
OLIVES,Matching,"parsley, flat-leaf",,,
OLIVES,Matching,pasta,,,
OLIVES,Matching,"pepper: black, white",,,
OLIVES,Matching,"peppers, piquillo",,,
OLIVES,Matching,Pernod,,,
OLIVES,Matching,pine nuts,,,
OLIVES,Matching,red pepper flakes,,,
OLIVES,Matching,rosemary,,,
OLIVES,Matching,sage,,,
OLIVES,Matching,salads and salad dressings,,,
OLIVES,Matching,salmon,,,
OLIVES,Matching,"salt: kosher, sea",,,
OLIVES,Matching,sambuca,,,
OLIVES,Matching,scallions,,,
OLIVES,Matching,scallops,,,
OLIVES,Matching,shallots,,,
OLIVES,Matching,Spanish cuisine,,,
OLIVES,Matching,thyme,,,
OLIVES,Matching,"tomatoes: regular, sun-dried",,,
OLIVES,Matching,tuna,,,
OLIVES,Matching,veal,,,
OLIVES,Matching,"vinegar: red wine, sherry",,Vinegar,
OLIVES,Matching,"wine, dry white",,Wine,
OLIVES,Dishes,"Olive and Anchovy Tapenade with
Sage Crackers
— Monica Pope, T’afia (Houston)",,,
OMELETS (See Eggs and Eggbased Dishes),NON,,,,
ONIONS — IN GENERAL,Season,year-round,,,
ONIONS — IN GENERAL,Taste,pungent (+ sweet withn cooking via caramelization),,,
ONIONS — IN GENERAL,Botanical Relatives,"chives, garlic, leeks, shallots",,,
ONIONS — IN GENERAL,Function,heating,,,
ONIONS — IN GENERAL,Weight,light-medium,,,
ONIONS — IN GENERAL,Volume,moderate-loud,,,
ONIONS — IN GENERAL,Techniques,"bake, boil, braise, deep-fry, fry, grill, roast, saute, stir-fry",,,
ONIONS — IN GENERAL,Tips,"Onions increase appetite, and go with virtually all savory foods.",,,
ONIONS — IN GENERAL,Matching,anchovies,,,
ONIONS — IN GENERAL,Matching,apples,,,
ONIONS — IN GENERAL,Matching,bacon,,,
ONIONS — IN GENERAL,Matching,basil,,,
ONIONS — IN GENERAL,Matching,bay leaf,,,
ONIONS — IN GENERAL,Matching,beans,,,
ONIONS — IN GENERAL,Matching,"beef, ground, e.g., hamburgers, meat loaf",,beef,
ONIONS — IN GENERAL,Matching,beer,,Beer,
ONIONS — IN GENERAL,Matching,beets,,,
ONIONS — IN GENERAL,Matching,bell peppers,,,
ONIONS — IN GENERAL,Matching,brandy,,ALCOCHOL,BRANDY
ONIONS — IN GENERAL,Matching,"bread: croutons, crumbs",,,
ONIONS — IN GENERAL,Matching,"BUTTER, UNSALTED",,,
ONIONS — IN GENERAL,Matching,caraway seeds,,,
ONIONS — IN GENERAL,Matching,cardamom,,,
ONIONS — IN GENERAL,Matching,carrots,,,
ONIONS — IN GENERAL,Matching,cayenne,,,
ONIONS — IN GENERAL,Matching,"cheese: cheddar, Comte, Emmental,frontage blanc, goat, Gruyere, Parmesan, Swiss",,Cheese,
ONIONS — IN GENERAL,Matching,"chile peppers, esp. jalapeno",,,
ONIONS — IN GENERAL,Matching,chili,,,
ONIONS — IN GENERAL,Matching,cilantro,,,
ONIONS — IN GENERAL,Matching,cinnamon,,,
ONIONS — IN GENERAL,Matching,cloves,,,
ONIONS — IN GENERAL,Matching,coriander,,,
ONIONS — IN GENERAL,Matching,cream / milk,,,
ONIONS — IN GENERAL,Matching,creme fraiche,,,
ONIONS — IN GENERAL,Matching,cucumbers,,,
ONIONS — IN GENERAL,Matching,cumin seeds,,,
ONIONS — IN GENERAL,Matching,curry,,,
ONIONS — IN GENERAL,Matching,dill,,,
ONIONS — IN GENERAL,Matching,dips,,,
ONIONS — IN GENERAL,Matching,"eggs, e.g., omelets",,,
ONIONS — IN GENERAL,Matching,garlic,,,
ONIONS — IN GENERAL,Matching,"greens, bitter",,,
ONIONS — IN GENERAL,Matching,hamburgers,,,
ONIONS — IN GENERAL,Matching,honey,,,
ONIONS — IN GENERAL,Matching,"lemon, juice",,Citrus,LEMON
ONIONS — IN GENERAL,Matching,"lime, juice",,Citrus,
ONIONS — IN GENERAL,Matching,liver,,,
ONIONS — IN GENERAL,Matching,mace,,,
ONIONS — IN GENERAL,Matching,"mangoes, esp. with red onions",,,
ONIONS — IN GENERAL,Matching,marjoram,,,
ONIONS — IN GENERAL,Matching,meats,,,
ONIONS — IN GENERAL,Matching,milk,,,
ONIONS — IN GENERAL,Matching,"mint (e.g., Indian)",,,
ONIONS — IN GENERAL,Matching,mirepoix (key ingredient),,,
ONIONS — IN GENERAL,Matching,mushrooms,,,
ONIONS — IN GENERAL,Matching,"mustard, Dijon",,,
ONIONS — IN GENERAL,Matching,NUTMEG,,,
ONIONS — IN GENERAL,Matching,"OIL: canola, peanut, sesame, vegetable",,oil,
ONIONS — IN GENERAL,Matching,olive oil,,Olive oil,
ONIONS — IN GENERAL,Matching,"olives, black",,,
ONIONS — IN GENERAL,Matching,"orange, juice",,Citrus,ORANGE
ONIONS — IN GENERAL,Matching,oregano,,,
ONIONS — IN GENERAL,Matching,paprika,,,
ONIONS — IN GENERAL,Matching,Parmesan cheese,,Cheese,
ONIONS — IN GENERAL,Matching,"parsley, flat-leaf",,,
ONIONS — IN GENERAL,Matching,peas,,,
ONIONS — IN GENERAL,Matching,"pepper: black, white",,,
ONIONS — IN GENERAL,Matching,ponzu sauce,,,
ONIONS — IN GENERAL,Matching,pork,,,
ONIONS — IN GENERAL,Matching,potatoes,,,
ONIONS — IN GENERAL,Matching,poultry,,,
ONIONS — IN GENERAL,Matching,"raisins, esp. golden",,,
ONIONS — IN GENERAL,Matching,rice,,,
ONIONS — IN GENERAL,Matching,rosemary,,,
ONIONS — IN GENERAL,Matching,saffron,,,
ONIONS — IN GENERAL,Matching,sage,,,
ONIONS — IN GENERAL,Matching,salads,,,
